oid_shvil,width,shem_mikta,direction,bitzua,ms_orech,miflas,date_created,date_import,Shape_Length,geometry
258,2.0,ככר מחל אלנקווה,חד סטרי,2020.0,104.04,כביש,1601078400000.0,10/08/2025 00:26:47,104.07891240899096,"[[181415.77279999998, 661906.6248], [181417.39642182345, 661906.5450346997], [181419.0044070974, 661906.306510723], [181420.58127004467, 661905.9115251863], [181422.11182461306, 661905.3638820159], [181423.5813307254, 661904.6688553153], [181424.9756362345, 661903.8331385715], [181426.2813132161, 661902.8647801933], [181427.48578728715, 661901.7731060016], [181428.57745870383, 661900.5686294154], [181429.54581407373, 661899.2629502027], [181430.3815276052, 661897.8686427681], [181431.07655092014, 661896.3991350544], [181431.62419056406, 661894.8685792243], [181432.01917246782, 661893.291715367], [181432.25769273977, 661891.6837295436], [181432.3374542993, 661890.0601075363], [181432.257688999, 661888.4364857129], [181432.0191650223, 661886.8285004388], [181431.62417948552, 661885.2516374916], [181431.07653631526, 661883.7210829232], [181430.38150961464, 661882.2515768108], [181429.54579287075, 661880.8572713018], [181428.57743449262, 661879.5515943201], [181427.48576030086, 661878.3471202492], [181426.28128371466, 661877.2554488324], [181424.975604502, 661876.2870934625], [181423.58129706743, 661875.4513799311], [181422.11178935377, 661874.7563566162], [181420.58123352364, 661874.2087169723], [181419.00436966636, 661873.8137350684], [181417.39638384283, 661873.5752147965], [181415.7727618356, 661873.495453237], [181414.14914001213, 661873.5752185372], [181412.54115473817, 661873.813742514], [181410.9642917909, 661874.2087280507], [181409.4337372225, 661874.756371221], [181407.96423111018, 661875.4513979217], [181406.56992560107, 661876.2871146655], [181405.26424861947, 661877.2554730437], [181404.05977454843, 661878.3471472354], [181402.96810313175, 661879.5516238216], [181401.99974776185, 661880.8573030343], [181401.16403423037, 661882.2516104688], [181400.46901091543, 661883.7211181825], [181399.9213712715, 661885.2516740126], [181399.52638936776, 661886.82853787], [181399.2878690958, 661888.4365236934], [181399.20810753628, 661890.0601457007], [181399.28787283658, 661891.6837675241], [181399.52639681328, 661893.2917527981], [181399.92138235006, 661894.8686157453], [181400.46902552032, 661896.3991703137], [181401.16405222093, 661897.8686764261], [181401.99976896483, 661899.2629819352], [181402.96812734296, 661900.5686589169], [181404.05980153472, 661901.7731329878], [181405.2642781209, 661902.8648044046], [181406.5699573336, 661903.8331597744], [181407.96426476815, 661904.6688733059], [181409.4337724818, 661905.3638966208], [181410.96432831194, 661905.9115362647], [181412.5411921692, 661906.3065181685], [181414.14917799275, 661906.5450384405], [181415.77279999998, 661906.6248]]"
259,2.5,פלומר מהתערוכה עד יריד המזרח,דו סטרי,2021.0,138.44,כביש,1623283200000.0,10/08/2025 00:26:47,138.44464296115433,"[[178998.6988, 667174.4412], [178996.64500000002, 667191.0016], [178999.4608, 667196.9203], [179005.54700000002, 667225.4608], [179005.65759999998, 667229.8615], [179000.34980000003, 667245.0534], [178984.35460000002, 667284.7305], [178983.83980000002, 667288.2334], [178983.45880000002, 667295.8535], [178982.4593, 667301.1561], [178979.9316, 667306.7958]]"
260,2.0,רוקח משיטרית עד אייזיק רמבה,,2000.0,9.12,,,10/08/2025 00:26:47,9.116064337308902,"[[182699.0169, 668293.0798], [182697.74430000002, 668302.1066]]"
261,2.5,שלבים התחברות לשארית ישראל,,2021.0,27.01,כביש,1624147200000.0,10/08/2025 00:26:47,27.008908165897708,"[[177938.4476, 662097.392], [177945.4066, 662112.8715], [177948.92210000003, 662122.2728]]"
262,2.5,נמל יפו,דו סטרי,2021.0,558.68,כביש,1627344000000.0,10/08/2025 00:26:47,558.6814449823755,"[[176318.6396, 661704.6318], [176318.58409999998, 661715.5012], [176318.58409999998, 661719.5687], [176323.66850000003, 661729.1727], [176342.0258, 661763.3183], [176370.1064, 661815.2692], [176389.0883, 661850.4083], [176416.5443, 661900.8007], [176431.68459999998, 661928.7086], [176434.50929999998, 661934.923], [176437.447, 661940.2334], [176443.09629999998, 661951.8711], [176452.6557, 661972.2849], [176457.71370000002, 661981.6683], [176466.1458, 661977.4063], [176477.6705, 661998.6479], [176489.1298, 662018.5925], [176490.2033, 662020.6107], [176491.2857, 662022.6456], [176492.5465, 662025.016], [176496.7975, 662033.0079], [176500.60700000002, 662039.3234], [176503.7706, 662053.2209], [176506.8213, 662065.6495], [176511.00180000003, 662076.3833], [176514.27850000001, 662081.8067], [176533.7123, 662105.3081], [176554.26899999997, 662130.25], [176563.88, 662142.368], [176566.597, 662148.977], [176568.17349999998, 662158.2993], [176565.80080000003, 662166.2084], [176568.5125, 662176.7162], [176570.7771, 662179.4478], [176574.55949999997, 662181.2272]]"
263,2.5,דיזנגוף מירמיהו עד בן יהודה,דו סטרי,2021.0,103.67,כביש,1628985600000.0,10/08/2025 00:26:47,103.66569528169691,"[[179048.80560000002, 666911.5313], [179026.0441, 667012.6673]]"
264,,קרן קיימת מחיים לבנון עד איילון,דו סטרי,2021.0,721.9,כביש,1627689600000.0,10/08/2025 00:26:47,721.8955326637691,"[[182061.50309999997, 669663.9312], [182148.2866, 669627.9478]]"
265,2.5,ירמיהו מערב מבן יהודה עד דיזנגוף,דו סטרי,2021.0,148.34,כביש,1628985600000.0,10/08/2025 00:26:47,148.33940328022334,"[[178946.80810000002, 666897.9302], [178959.54590000003, 666895.9016], [178959.662, 666895.7854], [179066.3086, 666911.4688], [179061.46480000002, 666922.7112]]"
266,2.5,הרצל מדרך יפו עד בן צבי,,2021.0,1616.24,כביש,1630800000000.0,10/08/2025 00:26:47,1616.2402425035746,"[[178295.4373, 661490.8721], [178304.48609999998, 661516.5896], [178312.4904, 661545.406], [178328.61609999998, 661602.156]]"
267,2.5,דיזנגוף מקינג ג'ורג' עד הככר גדה מזרחית,חד סטרי,2021.0,306.78,כביש,1634688000000.0,10/08/2025 00:26:47,306.7792382372154,"[[178967.76169999997, 664720.8244], [178932.20159999997, 664762.2583], [178929.64409999998, 664769.0208], [178929.1149, 664771.1374], [178921.07150000002, 664783.4141], [178913.2399, 664798.6541], [178911.44069999998, 664800.4533], [178907.94819999998, 664803.4167], [178896.3065, 664833.2617], [178888.0515, 664854.7459], [178874.8223, 664892.4227], [178869.95390000002, 664908.721], [178866.3556, 664923.1144], [178851.5601, 664988.964], [178850.9251, 664994.7425], [178850.6076, 664998.4255]]"
268,1.5,דיזנגוף מהככר עד אסתר המלכה,חד סטרי,2021.0,63.18,כביש,1629936000000.0,10/08/2025 00:26:47,63.18353387270295,"[[178829.37449999998, 665097.1397], [178822.60119999998, 665141.5051], [178819.46850000002, 665159.5391]]"
269,1.5,דיזנגוף מהככר עד בן גוריון גדה מזרחית,חד סטרי,2021.0,553.93,כביש,1629936000000.0,10/08/2025 00:26:47,553.9316726042032,"[[178819.2992, 665171.6465], [178816.2512, 665186.8018], [178813.4571, 665206.6985], [178813.5418, 665212.9639], [178812.4411, 665217.7052], [178811.17109999998, 665227.9499], [178808.7158, 665246.6613], [178805.32909999997, 665275.956], [178802.21759999997, 665316.5326], [178801.20159999997, 665353.9342], [178801.51909999998, 665405.2423], [178803.3606, 665431.3408], [178803.8686, 665448.2319], [178803.99560000002, 665457.8839], [178805.4561, 665467.7899], [178806.72610000003, 665470.5839], [178807.9326, 665484.1729], [178809.6471, 665494.3964], [178811.93310000002, 665514.526], [178815.6162, 665546.149], [178819.55320000002, 665570.0251], [178821.52169999998, 665585.3286], [178823.8712, 665600.7592], [178827.3637, 665619.1742], [178830.98320000002, 665634.9222], [178834.98369999998, 665657.3378], [178839.49219999998, 665684.0713], [178839.93670000002, 665686.5478], [178840.3177, 665692.7073], [178843.8737, 665712.0114], [178845.77870000002, 665720.7109]]"
270,1.5, דיזנגוף מהככר עד בן גוריון צד מערבי,,2021.0,678.53,כביש,1629936000000.0,10/08/2025 00:26:47,678.5289431200158,"[[178819.479, 665093.7669], [178818.46039999998, 665107.8479], [178813.1554, 665141.0545], [178810.6629, 665145.7985], [178806.22120000003, 665189.9086], [178804.5978, 665203.1664], [178802.61359999998, 665223.7296], [178802.17070000002, 665228.1587]]"
271,2.5,צומת 1285 על פרשת דרכים,,2021.0,121.89,כביש,1630454400000.0,10/08/2025 00:26:47,121.89494600216688,"[[180885.5736, 665484.6335], [180872.40889999998, 665471.4399], [180851.2635, 665447.988], [180829.69050000003, 665410.0293]]"
272,,צומת על פרשת דרכים ערבי נחל,,2021.0,118.2,כביש,1630454400000.0,10/08/2025 00:26:47,118.2014013350083,"[[181007.939, 665357.2263], [180988.47989999998, 665339.443]]"
273,,סובה בעל פרשת דרכים,דו סטרי,2021.0,78.67,כביש,1630454400000.0,10/08/2025 00:26:47,78.67469409906177,"[[180967.9966, 665423.0192], [180999.09399999998, 665440.0576], [181001.4216, 665440.3369], [181006.16999999998, 665439.1265], [181008.1252, 665438.4748], [181009.4287, 665436.892], [181009.89419999998, 665434.285], [181009.5218, 665430.4677], [181008.6839, 665427.1159], [180998.0698, 665407.936]]"
274,,על פרשת דרכים ממנחם בגין עד הצומת1285,,2021.0,107.07,,,10/08/2025 00:26:47,107.0668917030753,"[[180888.78100000002, 665449.8858], [180896.2119, 665439.3127], [180904.40519999998, 665429.0711], [180915.67109999998, 665415.85], [180917.9056, 665414.081], [180925.8196, 665411.9396], [180928.6128, 665410.8223], [180944.53389999998, 665393.3184], [180957.9411, 665377.6766], [180959.71019999997, 665374.511], [180960.36190000002, 665372.9282]]"
275,2.5,מנחם בגין מערבי נחל עד בית 155,דו סטרי,2021.0,232.21,כביש,1630454400000.0,10/08/2025 00:26:47,232.2131424999133,"[[180960.36190000002, 665372.9282], [180961.0136, 665369.204], [180961.61700000003, 665366.5781], [180959.15149999998, 665363.059], [180944.2546, 665353.376], [180890.29320000001, 665319.1591], [180885.5979, 665314.6439], [180882.99089999998, 665311.4783], [180879.73220000003, 665309.6162], [180876.75280000002, 665308.592], [180872.14899999998, 665308.571], [180870.646, 665309.802], [180863.5318, 665305.4264], [180845.0968, 665293.602], [180842.2105, 665292.0192], [180839.60350000003, 665290.9019], [180838.1138, 665290.8088], [180834.6689, 665291.3675], [180832.43440000003, 665291.4606], [180831.39870000002, 665288.5363], [180830.1998, 665285.5018], [180826.9411, 665282.7086], [180776.7571, 665247.2353]]"
276,2.5,מנחם בגין מבית 156 עד מערבי נחל,דו סטרי,2021.0,147.5,כביש,1630454400000.0,10/08/2025 00:26:47,147.49897227232807,"[[180988.47989999998, 665339.443], [180979.3432, 665331.3731], [180951.3306, 665316.0405], [180923.21260000003, 665296.8607], [180917.2539, 665292.5778], [180913.06410000002, 665287.8294], [180908.12949999998, 665281.6844], [180872.00439999998, 665256.1734], [180868.8112, 665254.5967]]"
277,,מקטע מתוך על פרשת דרכים,,2021.0,82.26,,1630454400000.0,10/08/2025 00:26:47,82.2613335147747,"[[180918.5573, 665407.0981], [180914.8331, 665401.7911], [180906.1743, 665398.1599], [180868.28019999998, 665383.8216], [180867.4422, 665383.4492], [180844.7833, 665393.9064]]"
278,2.5,על פרשת דרכים מערבי נחל עד 1285 ,דו סטרי,2021.0,128.52,כביש,1630454400000.0,10/08/2025 00:26:47,128.5200662184339,"[[180916.4961, 665474.6252], [180924.262, 665474.994], [180925.64750000002, 665474.5548], [180925.90149999998, 665471.7608], [180926.02850000001, 665469.0938], [180928.44150000002, 665463.7598], [180936.1336, 665450.0481], [180944.95150000002, 665436.8357], [180960.4325, 665420.9089], [180981.7816, 665398.9897], [180985.0836, 665397.0847], [180988.44400000002, 665394.59], [180996.71399999998, 665394.555], [180996.96000000002, 665387.28]]"
279,,אבן גבירול מרוקח עד אוסישקין,,2000.0,342.07,,,10/08/2025 00:26:47,342.0679983004705,"[[179751.4157, 666985.9081], [179751.4157, 667006.9304], [179750.33299999998, 667029.667], [179749.70140000002, 667044.4638], [179749.2503, 667049.6065], [179748.43829999998, 667064.3131], [179747.39630000002, 667077.084], [179746.7084, 667091.4773], [179746.28509999998, 667099.7324], [179745.38549999997, 667122.5924], [179745.2267, 667136.9328], [179743.4805, 667170.7467], [179742.95130000002, 667182.1767], [179743.1101, 667183.6054], [179748.5076, 667196.4642], [179748.1372, 667208.0001], [179746.54969999997, 667240.7556], [179744.27419999999, 667281.3956], [179743.4276, 667299.1757], [179751.7355, 667307.5894], [179760.03999999998, 667307.819]]"
280,2.5,חיבור אוסישקין לפארק,דו סטרי,2021.0,38.96,כביש,1634774400000.0,10/08/2025 00:26:47,38.95590165634012,"[[179280.206, 667004.395], [179264.3691, 666968.8035]]"
281,2.5,ספיר פנחס שרון 10,דו סטרי,2021.0,440.15,כביש,1635724800000.0,10/08/2025 00:26:47,440.15174272292205,"[[181040.76870000002, 665842.6196], [181047.0185, 665869.5332], [181055.6055, 665884.5183], [181075.64159999997, 665980.8265]]"
282,2.5,יעקב דורי שרון 10,דו סטרי,2021.0,251.73,כביש,1635724800000.0,10/08/2025 00:26:47,251.7327878024239,"[[180845.1653, 665917.9535], [180838.8716, 665881.4335], [180845.98349999997, 665870.8802], [180851.20299999998, 665875.0895], [180858.94799999997, 665876.7732], [180864.3359, 665878.4569], [180867.3666, 665878.1201], [180928.65370000002, 665864.9872], [180934.0415, 665861.1147], [180957.4451, 665857.7472], [181037.9265, 665840.7418], [181040.76870000002, 665842.6196]]"
283,2.5,שביל שרון פארק גני יהושע 9.1,דו סטרי,2021.0,195.61,,1636502400000.0,10/08/2025 00:26:47,195.60600804778403,"[[182060.9525, 667711.5642], [182052.0624, 667707.1192], [182045.9241, 667701.1925], [182039.57410000003, 667692.5142], [182034.4941, 667681.0841], [182035.3407, 667667.7491], [182036.39909999998, 667651.6624], [182036.39909999998, 667639.3857], [182032.1657, 667622.8757], [182021.3543, 667598.9407], [181995.3357, 667576.3089], [181991.314, 667571.8639], [181979.67229999998, 667546.0405]]"
284,1.0,פארק הירקון מאבן גבירול עד אייזיק רמבה,,2004.0,955.25,,,10/08/2025 00:26:47,955.2545867355374,"[[182692.9875, 667876.703], [182683.5392, 667866.8807], [182648.9683, 667826.5877], [182625.3703, 667754.4827], [182608.9556, 667695.516], [182592.94290000002, 667661.3492], [182584.00530000002, 667643.5117], [182529.66629999998, 667587.9837], [182441.8283, 667542.0987], [182430.0293, 667539.4767], [182359.2353, 667559.1417], [182310.72730000003, 667546.0317], [182285.81829999998, 667549.9647], [182254.3543, 667565.6967], [182226.8233, 667573.5627], [182180.9373, 667552.5867], [182121.9423, 667501.4577], [182100.47629999998, 667498.3157], [182079.17830000003, 667514.6287], [182064.67830000003, 667533.6607], [182062.41230000003, 667574.8967], [182062.8653, 667584.4127], [182024.78240000003, 667597.7409]]"
285,2.5,מעבר חציה אבן גיברול זבוטינסקי והשלמה של זבוטינסקי,,2021.0,101.95,כביש,1636502400000.0,10/08/2025 00:26:47,101.95489936382387,"[[179593.9901, 666159.0958], [179604.25290000002, 666157.5801], [179616.38059999997, 666155.2214]]"
286,2.5,אבן גיברול מז'בוטינסקי עד פנקס,חד סטרי,2021.0,297.54,,,10/08/2025 00:26:47,297.54427864016856,"[[179622.13799999998, 666151.3268], [179624.3393, 666148.6174]]"
287,2.5,הנחושת,דו סטרי,2020.0,94.5,מדרכה,1604188800000.0,10/08/2025 00:26:47,94.50130494751095,"[[185039.6936, 668323.1156], [185031.81939999998, 668361.7605], [185013.1927, 668413.5766]]"
288,1.5,דיזנגוף מקינג ג'ורג' עד הככר גדה מערבית,חד סטרי,2021.0,157.0,כביש,1639267200000.0,10/08/2025 00:26:47,156.9991918605238,"[[178880.3173, 664833.041], [178877.01530000003, 664840.915], [178877.26929999999, 664848.281], [178874.22129999998, 664861.87], [178863.17229999998, 664900.3511], [178857.4573, 664919.0202], [178855.29830000002, 664930.7042], [178843.6142, 664985.1873]]"
289,1.6,משה דיין מיצחק שדה עד יד לבנים,,2014.0,350.68,כביש,,10/08/2025 00:26:47,350.6787011028932,"[[181269.55849999998, 663147.428], [181265.90500000003, 663168.795], [181259.43, 663200.504], [181248.488, 663242.708], [181226.381, 663311.262], [181222.42599999998, 663323.75], [181190.876, 663423.36], [181175.914, 663484.992]]"
290,1.6,משה דיין גדה מערבית מיד לבנים דרומה,,2021.0,149.93,כביש,1635724800000.0,10/08/2025 00:26:47,149.93469946611094,"[[181285.33299999998, 662998.415], [181284.44, 663018.289], [181277.517, 663090.639], [181273.27399999998, 663125.698], [181269.55849999998, 663147.428]]"
291,1.6,צומת משה דיין לה גוארדיה,,2021.0,236.01,כביש,1635724800000.0,10/08/2025 00:26:47,236.00743103704457,"[[181287.3847, 662875.0592], [181286.7, 662913.2529], [181288.67570000002, 662925.1071], [181287.2622, 662936.9908], [181283.64039999997, 662940.8194]]"
292,1.6,משה דיין גדה מזרחית השלמת קטעים,חד סטרי,2021.0,119.81,כביש,1635724800000.0,10/08/2025 00:26:47,119.81348283756685,"[[181314.15899999999, 662817.1707], [181314.15899999999, 662842.5023], [181314.15899999999, 662854.5394], [181313.10590000002, 662913.0542], [181313.42340000003, 662936.9726]]"
293,2.5,פארק המסילה המשך עד נחלת בנימין,דו סטרי,2022.0,294.74,כביש,1660780800000.0,10/08/2025 00:26:47,294.73565250566446,"[[178375.70649999997, 663161.3452], [178386.3666, 663163.0225], [178401.2993, 663164.296], [178402.233, 663165.5189], [178458.5734, 663171.6281], [178469.47730000003, 663173.059], [178479.315, 663173.433], [178489.14140000002, 663174.3429], [178499.651, 663175.316], [178536.3641, 663179.4091], [178567.05579999997, 663182.5841], [178574.2525, 663183.6424], [178596.8177, 663188.7028], [178632.88429999998, 663201.6341], [178659.97759999998, 663214.7575], [178662.4201, 663216.2611]]"
294,2.0,משה דיין גדה מזרחית,,2014.0,466.05,,1391212800000.0,10/08/2025 00:26:47,466.0549263090561,"[[181310.6139, 662995.2719], [181308.77980000002, 663041.3117], [181299.5468, 663125.5617], [181291.4448, 663172.6417], [181287.66379999998, 663189.7047], [181281.3936, 663221.8971], [181270.00180000003, 663259.4377], [181231.22379999998, 663378.3107], [181212.5268, 663442.2477], [181214.14279999997, 663445.2487], [181213.4488, 663448.0497]]"
295,,רוקח,,2000.0,78.0,,,10/08/2025 00:26:47,77.99827451180502,"[[179403.30949999997, 667335.1262], [179481.14760000003, 667340.1223]]"
296,2.5,יגאל אלון מנחמ מוזס עד ערבי נחל,דו סטרי,2022.0,537.07,כביש,1641168000000.0,10/08/2025 00:26:47,537.0722973395139,"[[180865.58020000003, 664758.117], [180869.8135, 664762.181], [180871.6762, 664768.1077], [180876.24819999997, 664779.961], [180878.6189, 664787.2424], [180879.29619999998, 664794.6931], [180879.8042, 664797.2331], [180889.582, 664807.1373], [180892.67359999998, 664809.7638], [180905.21860000002, 664846.334], [180908.23700000002, 664861.147], [180909.6069, 664865.8132], [180912.65490000002, 664875.8039], [180916.0416, 664879.0212], [180917.9043, 664884.7786], [180921.46029999998, 664898.1559], [180922.30690000003, 664911.0253], [180927.83149999997, 664923.8947], [180932.91960000002, 664930.4467], [180948.5537, 664963.5187], [180952.95630000002, 664973.1708], [180959.89899999998, 664989.9348], [180969.21240000002, 665008.3922], [180972.5598, 665017.2286], [180978.17589999997, 665025.7879], [180986.0782, 665037.8316], [181000.11580000003, 665051.4029], [181026.02380000002, 665073.755], [181047.9525, 665089.2066], [181075.89260000002, 665108.4684], [181100.97509999998, 665129.4234], [181105.2085, 665138.6309], [181116.956, 665147.8384], [181130.27399999998, 665158.921], [181141.19189999998, 665169.4285], [181144.2611, 665175.0377], [181146.5894, 665180.3293], [181147.33020000003, 665186.5735], [181146.3777, 665190.9127]]"
297,2.5,3960,דו סטרי,2021.0,201.11,כביש,1640649600000.0,10/08/2025 00:26:47,201.10528652041364,"[[178718.1963, 661391.9469], [178729.03379999998, 661397.4641], [178735.73330000002, 661402.1932], [178740.46240000002, 661407.3164], [178743.02399999998, 661413.2277], [178757.21120000002, 661460.9126]]"
298,2.5,יגאל אלון מנח מוזס עד גבעת התחמושת,,2021.0,342.47,כביש,1640649600000.0,10/08/2025 00:26:47,342.46965622880697,"[[180718.92700000003, 664469.426], [180722.82400000002, 664462.229], [180724.789, 664459.668], [180730.33000000002, 664454.59], [180735.941, 664451.415], [180741.038, 664449.709], [180747.32, 664448.971], [180753.489, 664450.252], [180763.75300000003, 664458.936], [180766.6312, 664466.6573], [180769.22129999998, 664474.0822], [180769.3752, 664474.5233], [180811.4412, 664592.7729], [180812.19939999998, 664595.3509], [180812.5027, 664600.0518], [180822.20779999997, 664622.9498], [180825.5439, 664630.9869], [180829.4867, 664644.4831]]"
299,,חיל השריון,,2000.0,339.32,,,10/08/2025 00:26:47,339.31904227173084,"[[179098.6396, 660450.047], [179084.06660000002, 660448.7221], [179069.20760000002, 660446.4361], [179055.1106, 660443.8961], [179040.25160000002, 660440.3401], [179034.1555, 660439.0701], [179031.3615, 660439.8321], [179028.44050000003, 660442.2451], [179025.39250000002, 660444.5311], [179022.59850000002, 660445.5471], [179019.16950000002, 660445.4201], [179016.2485, 660444.4041]]"
300,2.0,רחוב 2040 מיהודה עמיחי עד מרק שגאל,,2017.0,739.84,כביש,,10/08/2025 00:26:47,739.8355641080735,"[[179904.21899999998, 668491.092], [179899.189, 668509.065], [179888.887, 668557.01], [179857.224, 668700.0536], [179852.34230000002, 668741.9366], [179852.93459999998, 668749.3523], [179852.1408, 668758.6127], [179851.08250000002, 668771.3127], [179850.8016, 668785.7322], [179851.08250000002, 668789.7013], [179853.8606, 668792.6117], [179856.9033, 668794.1992], [179858.35849999997, 668794.993], [179858.62310000003, 668820.5253], [179855.84499999997, 668822.5097], [179853.4154, 668827.5031], [179851.2427, 668844.0189], [179854.2172, 668898.3811], [179855.5001, 668975.3528], [179857.6004, 669105.1405], [179858.9939, 669153.5065], [179861.6927, 669188.749], [179866.21889999998, 669218.7564]]"
301,,דיזנגוף מקינג ג'ורג' עד טשרנחובסקי,חד סטרי,2021.0,144.29,כביש,1639267200000.0,10/08/2025 00:26:47,144.28685500279536,"[[178958.25309999997, 664713.1951], [178937.8061, 664732.6261], [178936.53610000003, 664735.5471], [178934.6311, 664740.5001], [178914.35239999997, 664768.3335], [178900.71639999998, 664791.811], [178880.3173, 664833.041]]"
302,,נחל הבשור,,2000.0,9.82,,,10/08/2025 00:26:47,9.815974103981349,"[[177109.6546, 660749.6796], [177100.8431, 660754.0052]]"
303,2.5,שדרות ירושלים מארליך עד נחל הבשור,,2021.0,323.48,כביש,1622505600000.0,10/08/2025 00:26:47,323.4802185620714,"[[177217.3088, 661136.0018], [177238.6693, 661202.8272], [177256.08909999998, 661268.4238], [177300.7597, 661388.3413], [177313.94939999998, 661421.3526], [177318.5811, 661442.7956]]"
304,2.5,קויפמן מאילת לחלץ,דו סטרי,2021.0,107.81,כביש,1622505600000.0,10/08/2025 00:26:47,107.81235102245762,"[[177473.3654, 662717.2851], [177473.37410000002, 662726.4611], [177483.4279, 662733.6279], [177483.0662, 662739.0529], [177482.842, 662742.4157], [177487.49709999998, 662805.1969], [177488.7329, 662819.673]]"
305,2.5,3965 הבלונים,דו סטרי,2021.0,274.27,כביש,1642982400000.0,10/08/2025 00:26:47,274.2703488435799,"[[180862.441, 661059.2281], [180862.87900000002, 661068.237], [180863.20799999998, 661071.058], [180865.89130000002, 661074.8695], [180869.6483, 661079.5466], [180873.3287, 661086.1406], [180877.4691, 661093.8079], [180879.3859, 661096.7215], [180883.2196, 661101.3986], [180890.5036, 661108.7593], [180898.55430000002, 661114.5098], [180902.4647, 661116.2733], [180924.3176, 661122.8137], [180936.96779999998, 661127.161], [180978.9083, 661126.5476], [181025.7926, 661125.6083], [181027.4462, 661126.3359], [181027.7277, 661128.2125], [181028.0416, 661135.7287], [181029.49680000002, 661140.7558], [181036.4421, 661159.9381]]"
306,2.5,ירימיהו מזרח חיבור לפארק,דו סטר5י,2022.0,225.85,כביש,1642982400000.0,10/08/2025 00:26:47,225.85451469818096,"[[179066.3086, 666911.4688], [179226.066, 666932.7934], [179239.35619999998, 666937.2886], [179238.18349999998, 666941.3929], [179238.7698, 666943.7382], [179246.97850000003, 666960.9373], [179249.51929999999, 666963.0872], [179254.20990000002, 666963.4781], [179258.70510000002, 666962.3054], [179261.8322, 666960.5464], [179264.3691, 666968.8035]]"
307,2.5,רדינג ,דו סטרי,2021.0,825.66,כביש,1630800000000.0,10/08/2025 00:26:47,825.6562090988878,"[[180763.669, 668072.2011], [180746.7356, 668173.8013], [180741.86729999998, 668205.763], [180736.3639, 668251.4831], [180734.96730000002, 668267.4802]]"
308,2.5,שאול המלך מויצמן עד דוינצ'י,,2022.0,402.69,מדרכה,1651363200000.0,10/08/2025 00:26:47,402.68882353640254,"[[180192.84129999997, 664931.8996], [180056.1089, 664876.4825], [179953.5379, 664836.1626], [179913.1371, 664822.201], [179889.1827, 664816.4019], [179829.2044, 664807.4969], [179812.564, 664810.53]]"
309,2.5,יצחק שדה מהשיקוע עד המסגר,דו סטרי,2021.0,225.41,כביש,1638316800000.0,10/08/2025 00:26:47,225.4125516112989,"[[179946.4794, 663631.1442], [179908.1657, 663639.9687], [179901.9104, 663642.7612], [179865.49560000002, 663651.1389], [179759.4127, 663680.114], [179747.2301, 663685.4869], [179736.178, 663686.071], [179734.11330000003, 663686.6349], [179729.54200000002, 663689.4867]]"
310,2.5,לינקולן מהשיקוע עד וילסון,,2021.0,234.12,כביש,1638316800000.0,10/08/2025 00:26:47,234.1152609097099,"[[179692.2574, 663713.1578], [179677.34389999998, 663719.9261], [179671.56459999998, 663723.7765], [179664.89390000002, 663726.4992], [179646.46149999998, 663737.1686], [179605.44040000002, 663763.2037], [179590.4544, 663770.1887], [179585.0027, 663774.8579], [179581.88189999998, 663778.3802], [179553.4973, 663796.3508], [179529.3038, 663814.3848], [179499.9667, 663831.4663], [179493.4262, 663835.2763]]"
311,2.5,מנחם בגין מחשמונאים עד יוסף קארו מסלול מזרחי,,2022.0,168.98,כביש,1643673600000.0,10/08/2025 00:26:47,168.98466016698546,"[[180133.07179999998, 664098.9038], [180146.5027, 664113.3419], [180161.50050000002, 664133.3763], [180175.04330000002, 664151.2842], [180184.7807, 664162.9243], [180205.26280000003, 664184.9733], [180208.15879999998, 664188.6522]]"
312,2.5,מנחם בגין מזרח נמיר עד  עזריאלי,דו סטרי,2021.0,450.53,כביש,1635724800000.0,10/08/2025 00:26:47,450.53118942473105,"[[180522.34100000001, 664854.3752], [180512.54719999997, 664840.1141], [180508.25170000002, 664832.8977], [180491.75699999998, 664800.5955], [180490.2106, 664794.41], [180475.2623, 664765.3723], [180467.35849999997, 664743.0357]]"
313,1.5,מנחם בגין מפועה עד עין דור ,,2021.0,246.63,כביש,1635724800000.0,10/08/2025 00:26:47,246.63023024343045,"[[180334.3566, 664564.2284], [180334.49200000003, 664573.158], [180405.62199999997, 664742.063], [180411.517, 664751.4549], [180418.474, 664765.9041], [180428.5272, 664774.4788], [180437.2007, 664785.5821]]"
314,2.5,הרכבת ,,2022.0,292.41,כביש,1643673600000.0,10/08/2025 00:26:47,292.41334203722965,"[[179305.798, 663415.794], [179322.41700000002, 663401.2037]]"
