oid_shvil,width,shem_mikta,direction,bitzua,ms_orech,miflas,date_created,date_import,Shape_Length,geometry
275,2.5,מנחם בגין מערבי נחל עד בית 155,דו סטרי,2021.0,232.21,כביש,1630454400000.0,20/08/2025 01:08:49,232.2131424999133,"[[34.79669098925802, 32.0809953730736], [34.79669804094502, 32.08096181137657], [34.79670453708523, 32.08093815222861], [34.796678564131064, 32.08090633383549], [34.79652116852216, 32.08081850714294], [34.79595099873485, 32.08050810658109], [34.795901448871355, 32.08046722931565], [34.7958739634336, 32.08043859370174], [34.7958395231593, 32.080421690463425], [34.79580800752834, 32.08041235272828], [34.7957592466075, 32.08041200610719], [34.79574327799254, 32.080423055617175], [34.79566810257181, 32.080383354507944], [34.79547332059626, 32.08027609502374], [34.795442813561095, 32.080261723065256], [34.79541524608194, 32.08025155841067], [34.795399471491955, 32.080250667928986], [34.79536296200238, 32.08025558836602], [34.7953392912995, 32.08025635151609], [34.79532843900936, 32.08022994549463], [34.79531586260076, 32.080202540135474], [34.795281459917945, 32.08017724031911], [34.79475135746453, 32.079855633665424]]"
276,2.5,מנחם בגין מבית 156 עד מערבי נחל,דו סטרי,2021.0,147.5,כביש,1630454400000.0,20/08/2025 01:08:49,147.49897227232807,"[[34.79699014614882, 32.08069436980564], [34.796893696126126, 32.08062128626047], [34.79659761010257, 32.08048206613003], [34.79630056276916, 32.08030814862397], [34.79623762209679, 32.080269323213045], [34.79619343563843, 32.08022636036726], [34.796141416570435, 32.08017077789783], [34.79575981722887, 32.07993949266646], [34.7957260594594, 32.079925165301184]]"
277,,מקטע מתוך על פרשת דרכים,,2021.0,82.26,,1630454400000.0,20/08/2025 01:08:49,82.2613335147747,"[[34.79624683810594, 32.08130208317717], [34.796207605049396, 32.08125409890952], [34.79611603892751, 32.081221058171735], [34.795715250292425, 32.08109046504526], [34.79570638938089, 32.08108707820682], [34.79546597300028, 32.08118060428312]]"
278,2.5,על פרשת דרכים מערבי נחל עד 1285 ,דו סטרי,2021.0,128.52,כביש,1630454400000.0,20/08/2025 01:08:49,128.5200662184339,"[[34.796222300188376, 32.08191095531108], [34.79630454032661, 32.081914546010125], [34.7963192328737, 32.081910632678984], [34.79632203513991, 32.08188544575284], [34.79632348715727, 32.08186139974839], [34.796349258877086, 32.08181338138525], [34.79643128126876, 32.08168999506471], [34.79652520765575, 32.081571149634335], [34.79668981637819, 32.08142805345698], [34.79691681769421, 32.08123111898601], [34.79695186779347, 32.081214052639666], [34.79698756002488, 32.08119167050474], [34.79707515499258, 32.081191636498794], [34.79707805149611, 32.08112604073684]]"
279,,אבן גבירול מרוקח עד אוסישקין,,2000.0,342.07,,,20/08/2025 01:08:49,342.0679983004705,"[[34.78381958605033, 32.095498934461546], [34.78381871748173, 32.09568850757582], [34.78380630859695, 32.0958935016721], [34.78379900641324, 32.096026912777184], [34.783794015227, 32.09607327231092], [34.78378480567869, 32.09620586366793], [34.78377323959436, 32.09632099134172], [34.783765357582965, 32.09645076180722], [34.78376053223668, 32.09652518904659], [34.783750057657336, 32.09673130233503], [34.78374778278611, 32.096860614366065], [34.78372788693916, 32.097165476984365], [34.783721808445605, 32.097268530823854], [34.78372343165707, 32.09728142001668], [34.78378007905084, 32.0973975668557], [34.78377567848317, 32.09750158125606], [34.78375750751267, 32.097796905084024], [34.78373172211811, 32.09816330483664], [34.783722018664356, 32.098323610861044], [34.78380968226145, 32.09839977543538], [34.78389764809841, 32.098402137979285]]"
280,2.5,חיבור אוסישקין לפארק,דו סטרי,2021.0,38.96,כביש,1634774400000.0,20/08/2025 01:08:49,38.95590165634012,"[[34.77882712217624, 32.09564897269139], [34.77866084461076, 32.09532745516499]]"
281,2.5,ספיר פנחס שרון 10,דו סטרי,2021.0,440.15,כביש,1635724800000.0,20/08/2025 01:08:49,440.15174272292205,"[[34.79752387004428, 32.08523366953543], [34.797588993984945, 32.08547658210265], [34.7976793508853, 32.08561200593033], [34.79788773341225, 32.086481169809474]]"
282,2.5,יעקב דורי שרון 10,דו סטרי,2021.0,251.73,כביש,1635724800000.0,20/08/2025 01:08:49,251.7327878024239,"[[34.79544897632365, 32.08590634082541], [34.79538377860581, 32.085576797674605], [34.79545953327104, 32.0854818738944], [34.79551465034175, 32.08552001071264], [34.795596619514924, 32.085535458611474], [34.795653621779856, 32.08555082591323], [34.79568573715738, 32.08554789229818], [34.79633543025072, 32.08543155564054], [34.79639265413173, 32.08539681821757], [34.796640684807066, 32.0853672490178], [34.797493839947464, 32.08521663933092], [34.79752387004428, 32.08523366953543]]"
283,2.5,שביל שרון פארק גני יהושע 9.1,דו סטרי,2021.0,195.61,,1636502400000.0,20/08/2025 01:08:49,195.60600804778403,"[[34.80825714260283, 32.102121577321974], [34.808163132573554, 32.10208119890224], [34.80809833329552, 32.102027550054004], [34.80803139848256, 32.10194908095913], [34.807978025513044, 32.101845838939354], [34.80798751391766, 32.10172561553149], [34.80799935330418, 32.10158058504415], [34.807999831482334, 32.10146987702899], [34.80795562564153, 32.10132085387446], [34.80784202163102, 32.10110465586867], [34.80756726208387, 32.10089970504435], [34.8075248294786, 32.10085948772731], [34.80740250452374, 32.100626232673385]]"
284,1.0,פארק הירקון מאבן גבירול עד אייזיק רמבה,,2004.0,955.25,,,20/08/2025 01:08:49,955.2545867355374,"[[34.81494670296503, 32.10363152055301], [34.81484698048629, 32.10354263779928], [34.81448226893029, 32.10317815909171], [34.81423502947202, 32.102527165163195], [34.81406339040112, 32.10199488302657], [34.81389506052102, 32.10168625281707], [34.81380105919475, 32.10152510692534], [34.81322752107948, 32.10102259333417], [34.812298730159114, 32.100605937156146], [34.81217383277937, 32.10058190564352], [34.81142308314526, 32.100756914900046], [34.8109096962209, 32.1006370969746], [34.810645658445836, 32.10067174370235], [34.81031171996885, 32.10081257412841], [34.81001975157615, 32.1008825998798], [34.80953444849753, 32.1006919293555], [34.80891144282498, 32.10022891163358], [34.808684155537804, 32.10019986766987], [34.80845789131979, 32.10034626892271], [34.80830353834811, 32.10051741421108], [34.80827792745058, 32.1008891944811], [34.808282356162636, 32.10097502225703], [34.80787838579467, 32.10109395008627]]"
285,2.5,מעבר חציה אבן גיברול זבוטינסקי והשלמה של זבוטינסקי,,2021.0,101.95,כביש,1636502400000.0,20/08/2025 01:08:49,101.95489936382388,"[[34.782186210492746, 32.088037425898136], [34.782294981982176, 32.08802411996669], [34.782423542314845, 32.08800327779593]]"
286,2.5,אבן גיברול מז'בוטינסקי עד פנקס,חד סטרי,2021.0,297.54,,,20/08/2025 01:08:49,297.54427864016856,"[[34.78248468889872, 32.0879683604749], [34.78250811839984, 32.08794400550126]]"
287,2.5,הנחושת,דו סטרי,2020.0,94.5,מדרכה,1604188800000.0,20/08/2025 01:08:49,94.50130494751096,"[[34.83979255043509, 32.10773116757384], [34.83970773937952, 32.10807941774396], [34.83950853340698, 32.10854611434977]]"
288,1.5,דיזנגוף מקינג ג'ורג' עד הככר גדה מערבית,חד סטרי,2021.0,157.0,כביש,1639267200000.0,20/08/2025 01:08:49,156.9991918605238,"[[34.774682592181925, 32.07605401162051], [34.774647288191886, 32.07612489864563], [34.77464966759561, 32.07619133238389], [34.774616812562535, 32.076313764859556], [34.77449816720696, 32.076660380136516], [34.774436850685404, 32.07682852769499], [34.77441349112304, 32.07693381327189], [34.77428744202254, 32.07742470719492]]"
289,1.6,משה דיין מיצחק שדה עד יד לבנים,,2014.0,350.68,כביש,,20/08/2025 01:08:49,350.6787011028932,"[[34.80005423418062, 32.06093682234873], [34.80001469815041, 32.06112938189115], [34.799944873481536, 32.06141510798284], [34.7998273285862, 32.06179532465976], [34.79959050401225, 32.06241278216251], [34.79954812625995, 32.0625252624339], [34.79921006521639, 32.0634224558125], [34.79904917126067, 32.06397773288723]]"
290,1.6,משה דיין גדה מערבית מיד לבנים דרומה,,2021.0,149.93,כביש,1635724800000.0,20/08/2025 01:08:49,149.93469946611094,"[[34.80022718503715, 32.05959358803655], [34.80021694083489, 32.05977277734371], [34.80014076210153, 32.06042498025743], [34.80009444097991, 32.0607409914256], [34.80005423418062, 32.06093682234873]]"
291,1.6,צומת משה דיין לה גוארדיה,,2021.0,236.01,כביש,1635724800000.0,20/08/2025 01:08:49,236.00743103704457,"[[34.8002538015464, 32.05848126110475], [34.80024503695533, 32.058825660621466], [34.80026548799017, 32.05893262596703], [34.800250049065255, 32.05903974290867], [34.80021154538277, 32.05907414611591]]"
292,1.6,משה דיין גדה מזרחית השלמת קטעים,חד סטרי,2021.0,119.81,כביש,1635724800000.0,20/08/2025 01:08:49,119.81348283756684,"[[34.80053961095926, 32.05796013855044], [34.800538607414964, 32.05818857354112], [34.8005381305456, 32.058297121550446], [34.8005246609137, 32.0588247600222], [34.800527075352214, 32.059040461758066]]"
293,2.5,פארק המסילה המשך עד נחלת בנימין,דו סטרי,2022.0,294.74,כביש,1660780800000.0,20/08/2025 01:08:49,294.73565250566446,"[[34.76940957577484, 32.06096086280481], [34.769522387806816, 32.06097637562365], [34.769680461197346, 32.060988402158785], [34.76969029632877, 32.06099946387289], [34.77028664498421, 32.061056599857146], [34.770402049470455, 32.06106989876401], [34.77050620859309, 32.06107362805851], [34.77061022525891, 32.061082189469545], [34.77072147391551, 32.06109134547085], [34.771110068632595, 32.06112958560402], [34.771434939777464, 32.061159327561064], [34.77151110343432, 32.061169131343206], [34.77174984018519, 32.0612155806297], [34.77213121503739, 32.06133349495083], [34.7724175607279, 32.06145281662628], [34.77244336165857, 32.06146646386403]]"
294,2.0,משה דיין גדה מזרחית,,2014.0,466.05,,1391212800000.0,20/08/2025 01:08:49,466.0549263090561,"[[34.80049501510178, 32.05956609756806], [34.80047376904387, 32.05998121270583], [34.80037265884402, 32.060740649423565], [34.80028499723598, 32.06116493315643], [34.80024428208555, 32.06131867592518], [34.80017660753195, 32.061608768251816], [34.80005448516821, 32.06194691642011], [34.79963912454171, 32.063017576371934], [34.79943858980435, 32.06359351366655], [34.79945558352633, 32.063620630696136], [34.79944812298341, 32.06364586601321]]"
295,,רוקח,,2000.0,78.0,,,20/08/2025 01:08:49,77.99827451180502,"[[34.78011741751322, 32.09863578467973], [34.7809418043575, 32.098683597346636]]"
296,2.5,יגאל אלון מנחמ מוזס עד ערבי נחל,דו סטרי,2022.0,537.07,כביש,1641168000000.0,20/08/2025 01:08:49,537.0722973395139,"[[34.79571175750095, 32.075447922962724], [34.795756429623395, 32.07548471572044], [34.79577591987735, 32.07553822488062], [34.79582386686821, 32.075645271199676], [34.79584868313978, 32.075711014051], [34.795855557689286, 32.07577822578215], [34.795860836106804, 32.075801148231406], [34.79596399670006, 32.07589079572706], [34.79599663488858, 32.07591458639959], [34.79612803481181, 32.07624479572318], [34.79615940953031, 32.07637847874887], [34.79617373138428, 32.07642060414663], [34.796205612955745, 32.0765108018409], [34.79624135321401, 32.0765399302089], [34.79626085075111, 32.0765919125836], [34.79629797712621, 32.076712667116375], [34.79630642808778, 32.076828749106404], [34.79636442486477, 32.076944990643845], [34.796418051719314, 32.07700424849709], [34.79658231224728, 32.077303016739826], [34.79662855502862, 32.07739020708172], [34.79670141621033, 32.077541617344124], [34.79679931871673, 32.077708378999404], [34.796834418566064, 32.07778817753096], [34.79689355813814, 32.0778655545088], [34.79697677239097, 32.07797443078255], [34.7971249069768, 32.0780972913983], [34.79739841506955, 32.07829973883147], [34.79763005350767, 32.07843982336728], [34.79792520990439, 32.078614471190406], [34.79819003377799, 32.07880429017215], [34.79823450448465, 32.07888746488705], [34.79835856064232, 32.07897089463651], [34.79849917622577, 32.0790712867435], [34.79861439438203, 32.07916641117917], [34.79864667835492, 32.07921709767144], [34.79867112776748, 32.07926489498982], [34.798678725238325, 32.07932122878102], [34.79866846398159, 32.079360326322124]]"
297,2.5,3960,דו סטרי,2021.0,201.11,כביש,1640649600000.0,20/08/2025 01:08:49,201.10528652041364,"[[34.77311117262125, 32.045017242421466], [34.77322568168764, 32.04506738556003], [34.77329641296397, 32.045110272724486], [34.77334626596036, 32.045156642829], [34.77337313719451, 32.04521004180665], [34.773521330363465, 32.045640564055496]]"
298,2.5,יגאל אלון מנח מוזס עד גבעת התחמושת,,2021.0,342.47,כביש,1640649600000.0,20/08/2025 01:08:49,342.46965622880697,"[[34.794170169314775, 32.07283955866642], [34.79421173125204, 32.072774791448154], [34.79423264517838, 32.07275176432477], [34.79429153291578, 32.07270616206447], [34.794351085358116, 32.072677722971974], [34.79440513501135, 32.07266251332895], [34.79447169572322, 32.07265607345139], [34.794536978452854, 32.07266783652597], [34.79464533255412, 32.072746498282456], [34.79467550433866, 32.07281622567155], [34.79470263688802, 32.072883270324645], [34.794704249069234, 32.07288725332804], [34.79514501021132, 32.0739550393407], [34.79515293666615, 32.07397831305623], [34.79515596005219, 32.07402071501302], [34.79525782618924, 32.074227535554286], [34.79529283581848, 32.07430012625367], [34.79533405182842, 32.074421966531034]]"
299,,חיל השריון,,2000.0,339.32,,,20/08/2025 01:08:49,339.31904227173084,"[[34.77717857523574, 32.03653702922904], [34.77702435287575, 32.03652456167447], [34.77686714307941, 32.03650341672507], [34.776718010954006, 32.03648000827086], [34.776560854563854, 32.03644741034822], [34.776496371200395, 32.036435739988164], [34.77646676044211, 32.03644251172627], [34.77643573593651, 32.036464167292365], [34.77640337225227, 32.036484673053195], [34.776373750815914, 32.03649373528818], [34.77633745486972, 32.03649246748796], [34.776306574191935, 32.03648320101787]]"
300,2.0,רחוב 2040 מיהודה עמיחי עד מרק שגאל,,2017.0,739.84,כביש,,20/08/2025 01:08:49,739.8355641080735,"[[34.78537631608909, 32.10907760649966], [34.78532228328635, 32.10923950524585], [34.7852111587288, 32.109671497509495], [34.784869790751785, 32.11096031031314], [34.784816341040035, 32.11133782704907], [34.78482231072271, 32.111404720352894], [34.78481351831882, 32.11148819993939], [34.78480178159546, 32.11160268749764], [34.78479821065156, 32.111732708267006], [34.78480102314356, 32.111768510254485], [34.784830337739564, 32.111794852870155], [34.784862510410285, 32.11180927526002], [34.78487789587205, 32.11181648458101], [34.78487964646181, 32.112046736314554], [34.78485012990278, 32.112064533514], [34.784824181681564, 32.11210947717764], [34.78480048010216, 32.112258335315836], [34.78482975368075, 32.112748661323074], [34.78484017183149, 32.11344281339622], [34.784857072480634, 32.11461327238213], [34.78486984259646, 32.11504947084295], [34.78489698457819, 32.115367371459996], [34.784943705185476, 32.11563812769609]]"
301,,דיזנגוף מקינג ג'ורג' עד טשרנחובסקי,חד סטרי,2021.0,144.29,כביש,1639267200000.0,20/08/2025 01:08:49,144.28685500279536,"[[34.77551306379566, 32.07497606959615], [34.77529569160458, 32.07515056008208], [34.77528211799779, 32.07517685533656], [34.77526173349909, 32.075221451850275], [34.77504578859667, 32.075471718533684], [34.77490037942363, 32.075682942959276], [34.774682592181925, 32.07605401162051]]"
302,,נחל הבשור,,2000.0,9.82,,,20/08/2025 01:08:49,9.815974103981349,"[[34.75610894906748, 32.03916635416182], [34.75601547312315, 32.039205031547475]]"
303,2.5,שדרות ירושלים מארליך עד נחל הבשור,,2021.0,323.48,כביש,1622505600000.0,20/08/2025 01:08:49,323.4802185620714,"[[34.7572317313507, 32.042654139886835], [34.75745495181225, 32.04325755260619], [34.757636507332386, 32.04384973687205], [34.75810420440705, 32.044932789441134], [34.75824240625336, 32.045230968800595], [34.758290506613115, 32.04542450910656]]"
304,2.5,קויפמן מאילת לחלץ,דו סטרי,2021.0,107.81,כביש,1622505600000.0,20/08/2025 01:08:49,107.81235102245762,"[[34.75987373721519, 32.05692329246816], [34.75987342923261, 32.05700603958867], [34.75997957535714, 32.05707104123121], [34.75997550885817, 32.05711994905118], [34.759972988228775, 32.05715026558888], [34.76001954400929, 32.05771658301485], [34.76003199885324, 32.05784717060593]]"
305,2.5,3965 הבלונים,דו סטרי,2021.0,274.27,כביש,1642982400000.0,20/08/2025 01:08:49,274.2703488435799,"[[34.79582678708272, 32.04209204446124], [34.79583106344819, 32.042173299908605], [34.79583443365655, 32.04219875036078], [34.79586268972252, 32.04223321326425], [34.795902278664194, 32.042275518598004], [34.795940979901026, 32.04233510753717], [34.79598450835104, 32.04240439096203], [34.796004685350766, 32.042430730606185], [34.79604508648531, 32.04247303851087], [34.79612190949599, 32.0425396642169], [34.79620691432033, 32.042591795540424], [34.79624824424557, 32.04260783171869], [34.7964793454446, 32.04266755634153], [34.79661310293922, 32.04270719027074], [34.79705716372492, 32.04270308609569], [34.797553578937496, 32.042696209426765], [34.797571057062385, 32.04270282695859], [34.797573962539836, 32.04271975933667], [34.79757698612167, 32.042787549635065], [34.79759219227324, 32.04283293248166], [34.79766495940539, 32.04300615065037]]"
306,2.5,ירימיהו מזרח חיבור לפארק,דו סטר5י,2022.0,225.85,כביש,1642982400000.0,20/08/2025 01:08:49,225.85451469818096,"[[34.77656513419887, 32.09480335884166], [34.77825659466974, 32.095001362225105], [34.77839719353741, 32.09504237216125], [34.77838459901391, 32.09507934176992], [34.778390711718515, 32.09510051189103], [34.778476949357355, 32.09525590078121], [34.778503774923735, 32.095275378448974], [34.77855344762121, 32.09527907051908], [34.778601115790295, 32.095268655521444], [34.778634315745556, 32.095252904713064], [34.77866084461076, 32.09532745516499]]"
307,2.5,רדינג ,דו סטרי,2021.0,825.66,כביש,1630800000000.0,20/08/2025 01:08:49,825.6562090988878,"[[34.79449900903771, 32.105329969310844], [34.79431551341007, 32.106245589998174], [34.794262647364505, 32.10653364438676], [34.794202497638544, 32.106945746220354], [34.7941870561533, 32.107089955518624]]"
308,2.5,שאול המלך מויצמן עד דוינצ'י,,2022.0,402.69,מדרכה,1651363200000.0,20/08/2025 01:08:49,402.68882353640254,"[[34.78857964927848, 32.07699187132821], [34.787133755136125, 32.07648737357944], [34.786049064186905, 32.07612019712474], [34.78562174818517, 32.07599288160718], [34.78536828302704, 32.075939748111956], [34.784733413487466, 32.075857342917374], [34.78455704845287, 32.075884110844825]]"
309,2.5,יצחק שדה מהשיקוע עד המסגר,דו סטרי,2021.0,225.41,כביש,1638316800000.0,20/08/2025 01:08:49,225.4125516112989,"[[34.78602378803636, 32.06525339173899], [34.78561768821128, 32.065331628972174], [34.78555133055808, 32.06535659216923], [34.785165357418826, 32.0654308652635], [34.78404075588716, 32.065688434730085], [34.78391152143713, 32.06573645828089], [34.78379445641024, 32.065741337191405], [34.78377256811515, 32.06574634974111], [34.78372404066527, 32.065771905910495]]"
310,2.5,לינקולן מהשיקוע עד וילסון,,2021.0,234.12,כביש,1638316800000.0,20/08/2025 01:08:49,234.1152609097099,"[[34.783328221358616, 32.0659840549693], [34.783170008332, 32.06604456504716], [34.78310864660192, 32.066079083590424], [34.78303789155407, 32.06610340139585], [34.78284225170506, 32.06619896633018], [34.7824067611131, 32.06643229881539], [34.782247769965664, 32.06649475931697], [34.782189842958005, 32.066536672700714], [34.782156647696475, 32.066568325835135], [34.781855309124225, 32.06672937847364], [34.78159835085347, 32.06689115018197], [34.78128696012239, 32.06704415010811], [34.78121753753487, 32.0670782764889]]"
311,2.5,מנחם בגין מחשמונאים עד יוסף קארו מסלול מזרחי,,2022.0,168.98,כביש,1643673600000.0,20/08/2025 01:08:49,168.98466016698546,"[[34.78798066461784, 32.069478043031715], [34.788122312890344, 32.06960870960066], [34.78828032711463, 32.06978989657341], [34.78842301971038, 32.06995185651193], [34.788525667772305, 32.07005716255], [34.788741682589986, 32.0702567067041], [34.788772202481596, 32.07028998271936]]"
312,2.5,מנחם בגין מזרח נמיר עד  עזריאלי,דו סטרי,2021.0,450.53,כביש,1635724800000.0,20/08/2025 01:08:49,450.5311894247311,"[[34.79207259516815, 32.07630417927849], [34.79196944488179, 32.07617523865211], [34.79192424282999, 32.076110014866565], [34.791750853729674, 32.075818152858076], [34.79173472621585, 32.07576232021509], [34.79157758409028, 32.075499949752306], [34.7914947797771, 32.075298251081705]]"
313,1.5,מנחם בגין מפועה עד עין דור ,,2021.0,246.63,כביש,1635724800000.0,20/08/2025 01:08:49,246.63023024343045,"[[34.790093423308114, 32.073681213403866], [34.79009449418229, 32.07376174302472], [34.79084096565833, 32.075287347312056], [34.790903018612205, 32.07537224488132], [34.790976114147476, 32.07550278459389], [34.79108224031738, 32.07558045644025], [34.79117365158792, 32.07568088283631]]"
314,2.5,הרכבת ,,2022.0,292.41,כביש,1643673600000.0,20/08/2025 01:08:49,292.41334203722965,"[[34.779248040413634, 32.063288838395195], [34.77942463795935, 32.06315785683728]]"
315,1.5,ישראל גורי מקיבוץ גלויות עד גיתית,חד סטרי,2000.0,1060.52,רחוב,,20/08/2025 01:08:49,1060.5228855869675,"[[34.78098460513551, 32.04715972286217], [34.78100630115245, 32.04712562822593], [34.78100950166079, 32.04711578773885], [34.780984318237124, 32.04710406059881], [34.78094866958487, 32.04708155094334], [34.78092978824007, 32.047071636702135], [34.78091097182634, 32.04704739229888], [34.780871295097576, 32.046986358140295], [34.78085723235895, 32.04696655470235], [34.78077595980358, 32.04683637642276], [34.780769769515885, 32.04681788703846], [34.780747839571475, 32.04675335817613], [34.78073705882, 32.04666122303471], [34.780736708002934, 32.04649420186299], [34.780774631080476, 32.04616744699677], [34.78080534430615, 32.04582444387011], [34.780831960074515, 32.04555311770221], [34.78087086152627, 32.045244116000056], [34.78089387922174, 32.04484838905615], [34.780881622408934, 32.044833555113065], [34.78088589558542, 32.04475721733975], [34.78090853246197, 32.044708141666604], [34.78091988255962, 32.044433313278724], [34.78091356817638, 32.044344532374424], [34.780917656913715, 32.04418659349181], [34.780918478435936, 32.0441298094679], [34.7809066272956, 32.043905008949636], [34.78090463421132, 32.043851078712954], [34.7808893719659, 32.043758928574306], [34.780865924988646, 32.0437407161078], [34.78082912574452, 32.043580254478], [34.7807589611978, 32.043365756869385], [34.780704751931076, 32.0432147806923], [34.78069088337597, 32.043184671289765], [34.7806574862542, 32.043137316571446], [34.78063590760545, 32.04307854948212], [34.78062763530349, 32.043049889921086], [34.78057487797267, 32.042948546884546], [34.780451407631524, 32.04275200503804], [34.78040525919598, 32.04267549865211], [34.78033176253266, 32.042576473200405], [34.78027887818169, 32.04250280742939], [34.78024318518918, 32.042467374733505], [34.780114456656285, 32.042318058071395], [34.78007489732263, 32.04227068257532], [34.779981204084855, 32.04217779275653], [34.77980490585976, 32.04201734081686], [34.77938952911037, 32.04170386035035], [34.77935773619896, 32.04167321276398], [34.77902810281966, 32.041475978233414], [34.778964857835824, 32.041462405079095], [34.77888885531482, 32.041421110358], [34.778862072197455, 32.0413976378901], [34.77863001220914, 32.041302373518675], [34.77846730035631, 32.04124162515389], [34.77843865629442, 32.041248761304445], [34.77837435995466, 32.04122039041571], [34.77833915637267, 32.04120070683284], [34.778279279718284, 32.04118571260921], [34.77823613934738, 32.0411860446659], [34.77817856485686, 32.04115769627073], [34.77805379443708, 32.041122441438766], [34.77792284146681, 32.04109146002573], [34.7778998938602, 32.041086611453004], [34.7778399310595, 32.04109022702764], [34.77776714455015, 32.0410804673229], [34.77772971107036, 32.041058361067456], [34.77722955053299, 32.04102899917917], [34.777070490618264, 32.041026131166426], [34.776916254785476, 32.041029301389756], [34.77667243295363, 32.0410468089467], [34.77627841724227, 32.04111550514987], [34.77619594918127, 32.041139563342696], [34.7758593391929, 32.04123911574698], [34.77575159198578, 32.041277882113235], [34.77565946710412, 32.04133053921997], [34.77558422150088, 32.04136750624546], [34.77561092813651, 32.04140720419335], [34.77563249311795, 32.041468359132864]]"
316,2.5,היינריך היינה מאחורי הקיר האקוסטי שביל 2.1,דו סטרי,2022.0,99.27,כביש,1640995200000.0,20/08/2025 01:08:49,99.2705920396699,"[[34.761555076518114, 32.03877080560771], [34.76160493895268, 32.038808212936885], [34.76159451648641, 32.038854319438855], [34.76160388083753, 32.03889299754], [34.76164075949067, 32.038938761509925], [34.76172460670788, 32.03908521312096], [34.76182319079807, 32.03926984568593], [34.761847231614844, 32.03933371064395], [34.76187039010033, 32.03941109759476], [34.761869976331184, 32.03944363280773], [34.76186228460971, 32.039465469910844], [34.76183859000851, 32.03949974548771], [34.7618216731534, 32.03952259195877], [34.76181595578964, 32.03954643251769], [34.76182698647516, 32.03958273748804]]"
317,2.5,מנשה בן ישראל,,2015.0,278.47,כביש,,20/08/2025 01:08:49,278.46894278971564,"[[34.77755005636171, 32.05446194665102], [34.77805929325706, 32.05678375837934]]"
318,,צומת שלמה מסילת ישרים,,2000.0,7.68,,,20/08/2025 01:08:49,7.680928014907772,"[[34.77764119947982, 32.05426298301251], [34.77771948879973, 32.054244217864635]]"
319,2.5,הוברמן מהחניון עד מרמורק,דו סטרי,2022.0,75.57,כביש,1643673600000.0,20/08/2025 01:08:49,75.57126064166124,"[[34.780201680431674, 32.07261181616909], [34.78001445564372, 32.07194923699425]]"
320,3.5,הורדצקי,דו סטרי,2021.0,387.26,כביש,1638230400000.0,20/08/2025 01:08:49,387.2586655155888,"[[34.803371044198954, 32.063184947586166], [34.80279163708396, 32.06324014946613], [34.802306962709196, 32.06325538791187], [34.801928663502395, 32.06327096323447], [34.80173950597993, 32.06328042732673], [34.80155818513529, 32.063299981832095], [34.801376761236654, 32.06334302108478], [34.801120346247735, 32.0634160170512], [34.80097435097448, 32.063465878670854], [34.80075724588617, 32.0635591296856], [34.80038197127035, 32.063782724247005], [34.7999910124257, 32.06398317458511], [34.7998369994462, 32.06406952369944], [34.79976597752027, 32.064092782310645], [34.79963985049241, 32.064115667422676], [34.79952107555206, 32.06410956168786]]"
321,,צמתים בלוי אשכול,,2021.0,9.97,,,20/08/2025 01:08:49,9.97485539058598,"[[34.789584885168594, 32.100480664202905], [34.78964203745062, 32.100497944687284]]"
322,3.5,בת ים - היינריך היינה מיגאל ידין עד גבול בת ים,,2020.0,122.62,כביש,1602892800000.0,20/08/2025 01:08:49,122.62210261292762,"[[34.759232569576426, 32.03297490341283], [34.75924825947961, 32.0328978840621], [34.759259074652384, 32.03283349975035], [34.7592690746495, 32.03279297311244], [34.75924446905616, 32.03266821838649], [34.75918824731259, 32.03256542313773], [34.75913333858213, 32.032480527651394], [34.759134920951716, 32.03244295369437], [34.7593908739239, 32.03207760067325], [34.75943145283845, 32.031961367585915]]"
323,3.0,פארק הירקון,,2000.0,490.98,,,20/08/2025 01:08:49,490.9836709800313,"[[34.803720446994795, 32.09938448157595], [34.804222318474245, 32.09907280577174], [34.804517604209444, 32.09887324426608], [34.80454780856244, 32.098697906201814], [34.80496221555958, 32.09818545721814], [34.80508155599945, 32.09782244079746], [34.80515701382543, 32.09739662984567], [34.80504203570728, 32.09675719867021], [34.80480989169192, 32.09597955977454], [34.80451625536267, 32.095521676451426]]"
324,2.0,הרב גורן מספיר פנחס עד נמיר שביל 13,,2020.0,379.23,מדרכה,1595635200000.0,20/08/2025 01:08:49,379.2317036372052,"[[34.798593308937086, 32.09045089316495], [34.7987526970762, 32.09039735232368], [34.79898668272716, 32.09032098862841], [34.79934190129846, 32.090204654507495], [34.79964626211848, 32.09010257107083], [34.79987349551315, 32.09002113955832], [34.800294114134296, 32.08985528432645], [34.80061551085651, 32.08972874952943], [34.80133365436567, 32.08944441870038], [34.80101237604912, 32.08957362680488]]"
